,targetId_diseaseId,affected_pathway,animal_model,genetic_association,known_drug,literature,rna_expression,somatic_mutation,drugId,targetId,approvedSymbol,diseaseId,label,phase,drugType,mechanismOfAction,id,name,therapeuticAreas,tissue_general,n_donors,disease_name,disease_ontology_id,targetId_diseaseId_CHEMBL
18020,ENSG00000110717_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000110717,NDUFS8,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000110717_MONDO_0005148_CHEMBL1703
5540,ENSG00000184292_MONDO_0007254,0.0,0.0,0.0,0.8439061891204972,0.7137674840527605,0.0,0.0,CHEMBL3545262,ENSG00000184292,TACSTD2,MONDO_0007254,breast cancer,4,Antibody,Tumor-associated calcium signal transducer 2 binding agent,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000184292_MONDO_0007254_CHEMBL3545262
5532,ENSG00000184160_MONDO_0007254,0.0,0.0,0.0,0.7989213559653577,0.0,0.0,0.0,CHEMBL778,ENSG00000184160,ADRA2C,MONDO_0007254,breast cancer,4,Small molecule,Adrenergic receptor alpha-2 agonist,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000184160_MONDO_0007254_CHEMBL778
5520,ENSG00000183873_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL79,ENSG00000183873,SCN5A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000183873_MONDO_0007254_CHEMBL79
5526,ENSG00000183873_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL1077896,ENSG00000183873,SCN5A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000183873_MONDO_0007254_CHEMBL1077896
5522,ENSG00000183873_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL1889140,ENSG00000183873,SCN5A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000183873_MONDO_0007254_CHEMBL1889140
18146,ENSG00000112164_MONDO_0005148,0.0,0.7911999800349444,0.815605635144139,0.9971604425892059,0.9813196638993202,0.0,0.0,CHEMBL2108336,ENSG00000112164,GLP1R,MONDO_0005148,type 2 diabetes mellitus,4,Protein,Glucagon-like peptide 1 receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000112164_MONDO_0005148_CHEMBL2108336
19831,ENSG00000140675_MONDO_0005148,0.0,0.0,0.0,0.9970301875733266,0.9799419781449267,0.0,0.0,CHEMBL2110731,ENSG00000140675,SLC5A2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Sodium/glucose cotransporter 2 inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000140675_MONDO_0005148_CHEMBL2110731
19837,ENSG00000140675_MONDO_0005148,0.0,0.0,0.0,0.9970301875733266,0.9799419781449267,0.0,0.0,CHEMBL2105711,ENSG00000140675,SLC5A2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Sodium/glucose cotransporter 2 inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000140675_MONDO_0005148_CHEMBL2105711
19805,ENSG00000140675_MONDO_0005148,0.0,0.0,0.0,0.9970301875733266,0.9799419781449267,0.0,0.0,CHEMBL2018096,ENSG00000140675,SLC5A2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Sodium/glucose cotransporter 2 inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000140675_MONDO_0005148_CHEMBL2018096
19807,ENSG00000140675_MONDO_0005148,0.0,0.0,0.0,0.9970301875733266,0.9799419781449267,0.0,0.0,CHEMBL1770248,ENSG00000140675,SLC5A2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Sodium/glucose cotransporter 2 inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000140675_MONDO_0005148_CHEMBL1770248
5630,ENSG00000186716_MONDO_0007254,0.0,0.0,0.0,0.6807400361051766,0.3075116617918783,0.0,0.0,CHEMBL941,ENSG00000186716,BCR,MONDO_0007254,breast cancer,4,Small molecule,Bcr/Abl fusion protein,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000186716_MONDO_0007254_CHEMBL941
7575,ENSG00000176014_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.0,0.0,0.0,CHEMBL90555,ENSG00000176014,TUBB6,MONDO_0018906,follicular lymphoma,4,Small molecule,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000176014_MONDO_0018906_CHEMBL90555
20251,ENSG00000149295_MONDO_0005148,0.0,0.0,0.0,0.9232931914569985,0.19782387221451847,0.0,0.0,CHEMBL1200503,ENSG00000149295,DRD2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,D2-like dopamine receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000149295_MONDO_0005148_CHEMBL1200503
17921,ENSG00000109390_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000109390,NDUFC1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000109390_MONDO_0005148_CHEMBL1431
20207,ENSG00000147684_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000147684,NDUFB9,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000147684_MONDO_0005148_CHEMBL1431
5300,ENSG00000176014_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL428647,ENSG00000176014,TUBB6,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176014_MONDO_0007254_CHEMBL428647
20217,ENSG00000147684_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000147684,NDUFB9,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000147684_MONDO_0005148_CHEMBL1703
20249,ENSG00000149295_MONDO_0005148,0.0,0.0,0.0,0.9232931914569985,0.19782387221451847,0.0,0.0,CHEMBL493,ENSG00000149295,DRD2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,D2-like dopamine receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000149295_MONDO_0005148_CHEMBL493
5328,ENSG00000176884_MONDO_0007254,0.0,0.0,0.0,0.6383273374922022,0.09118961964174316,0.0,0.0,CHEMBL742,ENSG00000176884,GRIN1,MONDO_0007254,breast cancer,4,Small molecule,Glutamate [NMDA] receptor negative allosteric modulator,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176884_MONDO_0007254_CHEMBL742
20289,ENSG00000151067_MONDO_0005148,0.0,0.0,0.0,0.8537454099812628,0.26444989696105514,0.0,0.0,CHEMBL1491,ENSG00000151067,CACNA1C,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Voltage-gated L-type calcium channel blocker,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000151067_MONDO_0005148_CHEMBL1491
5198,ENSG00000176014_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL1201752,ENSG00000176014,TUBB6,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176014_MONDO_0007254_CHEMBL1201752
20265,ENSG00000149305_MONDO_0005148,0.0,0.0,0.3871134045490931,0.7599134970145264,0.17022062333125393,0.0,0.0,CHEMBL60889,ENSG00000149305,HTR3B,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Serotonin 3 (5-HT3) receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000149305_MONDO_0005148_CHEMBL60889
5247,ENSG00000176014_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL553025,ENSG00000176014,TUBB6,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176014_MONDO_0007254_CHEMBL553025
12041,ENSG00000145888_MONDO_0100096,0.0,0.0,0.0,0.788199166070067,0.0,0.0,0.0,CHEMBL1200694,ENSG00000145888,GLRA1,MONDO_0100096,COVID-19,4,Small molecule,Glycine receptor (alpha-1/beta) positive modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",respiratory system,6,COVID-19,MONDO_0100096,ENSG00000145888_MONDO_0100096_CHEMBL1200694
17852,ENSG00000105650_MONDO_0005148,0.0,0.0,0.0,0.6450821241323312,0.0,0.0,0.0,CHEMBL628,ENSG00000105650,PDE4C,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000105650_MONDO_0005148_CHEMBL628
5342,ENSG00000176890_MONDO_0007254,0.0,0.0,0.0,0.9645848103334105,0.7254962412969208,0.0,0.0,CHEMBL1773,ENSG00000176890,TYMS,MONDO_0007254,breast cancer,4,Small molecule,Thymidylate synthase inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176890_MONDO_0007254_CHEMBL1773
7799,ENSG00000261456_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.0,0.0,0.0,CHEMBL90555,ENSG00000261456,TUBB8,MONDO_0018906,follicular lymphoma,4,Small molecule,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000261456_MONDO_0018906_CHEMBL90555
17988,ENSG00000109390_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000109390,NDUFC1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000109390_MONDO_0005148_CHEMBL1703
7746,ENSG00000258947_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.12462581351038234,0.0,0.0,CHEMBL90555,ENSG00000258947,TUBB3,MONDO_0018906,follicular lymphoma,4,Small molecule,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000258947_MONDO_0018906_CHEMBL90555
5434,ENSG00000178568_MONDO_0007254,0.0,0.0,0.0,0.8573600871039977,0.7013196020585207,0.0,0.0,CHEMBL180022,ENSG00000178568,ERBB4,MONDO_0007254,breast cancer,4,Small molecule,Receptor protein-tyrosine kinase erbB-4 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000178568_MONDO_0007254_CHEMBL180022
5433,ENSG00000178568_MONDO_0007254,0.0,0.0,0.0,0.8573600871039977,0.7013196020585207,0.0,0.0,CHEMBL3989921,ENSG00000178568,ERBB4,MONDO_0007254,breast cancer,4,Small molecule,Receptor protein-tyrosine kinase erbB-4 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000178568_MONDO_0007254_CHEMBL3989921
20093,ENSG00000147123_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000147123,NDUFB11,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000147123_MONDO_0005148_CHEMBL1431
20095,ENSG00000147123_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000147123,NDUFB11,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000147123_MONDO_0005148_CHEMBL1703
14649,ENSG00000197635_MONDO_0100096,0.0,0.0,0.0,0.7616021936745586,0.7443126679739688,0.0,0.0,CHEMBL237500,ENSG00000197635,DPP4,MONDO_0100096,COVID-19,4,Small molecule,Dipeptidyl peptidase IV inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",nose,28,COVID-19,MONDO_0100096,ENSG00000197635_MONDO_0100096_CHEMBL237500
7729,ENSG00000213923_MONDO_0018906,0.0,0.0,0.0,0.8817205335091952,0.0,0.0,0.0,CHEMBL3989869,ENSG00000213923,CSNK1E,MONDO_0018906,follicular lymphoma,4,Small molecule,Casein kinase I epsilon inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000213923_MONDO_0018906_CHEMBL3989869
7731,ENSG00000213923_MONDO_0018906,0.0,0.0,0.0,0.8817205335091952,0.0,0.0,0.0,CHEMBL3948730,ENSG00000213923,CSNK1E,MONDO_0018906,follicular lymphoma,4,Small molecule,Casein kinase I epsilon inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000213923_MONDO_0018906_CHEMBL3948730
5399,ENSG00000177084_MONDO_0007254,0.0,0.0,0.2785700719367037,0.9186052301935358,0.0,0.0,0.0,CHEMBL1637,ENSG00000177084,POLE,MONDO_0007254,breast cancer,4,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000177084_MONDO_0007254_CHEMBL1637
5391,ENSG00000177084_MONDO_0007254,0.0,0.0,0.2785700719367037,0.9186052301935358,0.0,0.0,0.0,CHEMBL888,ENSG00000177084,POLE,MONDO_0007254,breast cancer,4,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000177084_MONDO_0007254_CHEMBL888
9972,ENSG00000113580_MONDO_0100096,0.0,0.0,0.0,0.9824276279254468,0.08126852676405351,0.0,0.0,CHEMBL650,ENSG00000113580,NR3C1,MONDO_0100096,COVID-19,4,Small molecule,Glucocorticoid receptor agonist,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000113580_MONDO_0100096_CHEMBL650
10919,ENSG00000126218_MONDO_0100096,0.0,0.0,0.0,0.926467945345367,0.07452556100054462,0.0,0.0,CHEMBL198362,ENSG00000126218,F10,MONDO_0100096,COVID-19,4,Small molecule,Coagulation factor X inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",nose,28,COVID-19,MONDO_0100096,ENSG00000126218_MONDO_0100096_CHEMBL198362
13564,ENSG00000173198_MONDO_0100096,0.0,0.0,0.0,0.8196595848464684,0.0,0.0,0.0,CHEMBL787,ENSG00000173198,CYSLTR1,MONDO_0100096,COVID-19,4,Small molecule,Cysteinyl leukotriene receptor 1 antagonist,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",nose,28,COVID-19,MONDO_0100096,ENSG00000173198_MONDO_0100096_CHEMBL787
14251,ENSG00000196262_MONDO_0100096,0.0,0.0,0.0,0.6580682014479795,0.15735096269555643,0.0,0.0,CHEMBL160,ENSG00000196262,PPIA,MONDO_0100096,COVID-19,4,Protein,Cyclophilin A modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",respiratory system,6,COVID-19,MONDO_0100096,ENSG00000196262_MONDO_0100096_CHEMBL160
525,ENSG00000168356_MONDO_0004975,0.0,0.0,0.0,0.7734230702947845,0.0,0.0,0.0,CHEMBL1294,ENSG00000168356,SCN11A,MONDO_0004975,Alzheimer disease,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000168356_MONDO_0004975_CHEMBL1294
16316,ENSG00000239732_MONDO_0007915,0.0,0.0,0.0,0.8445161657862292,0.9509128701910893,0.0,0.0,CHEMBL1535,ENSG00000239732,TLR9,MONDO_0007915,systemic lupus erythematosus,4,Small molecule,Toll-like receptor 9 antagonist,MONDO_0007915,systemic lupus erythematosus,"['OTAR_0000006', 'EFO_0009690', 'EFO_0000540', 'EFO_0005803']",blood,162,systemic lupus erythematosus,MONDO_0007915,ENSG00000239732_MONDO_0007915_CHEMBL1535
24955,ENSG00000196876_MONDO_0001056,0.0,0.0,0.0,0.7143186871936548,0.0,0.0,0.0,CHEMBL1077896,ENSG00000196876,SCN8A,MONDO_0001056,gastric cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0001056,gastric cancer,"['MONDO_0045024', 'EFO_0010282']",stomach,26,gastric cancer,MONDO_0001056,ENSG00000196876_MONDO_0001056_CHEMBL1077896
523,ENSG00000168356_MONDO_0004975,0.0,0.0,0.0,0.7734230702947845,0.0,0.0,0.0,CHEMBL3707183,ENSG00000168356,SCN11A,MONDO_0004975,Alzheimer disease,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000168356_MONDO_0004975_CHEMBL3707183
16322,ENSG00000267855_MONDO_0007915,0.0,0.0,0.0,0.607930797611621,0.0,0.0,0.0,CHEMBL1431,ENSG00000267855,NDUFA7,MONDO_0007915,systemic lupus erythematosus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0007915,systemic lupus erythematosus,"['OTAR_0000006', 'EFO_0009690', 'EFO_0000540', 'EFO_0005803']",blood,162,systemic lupus erythematosus,MONDO_0007915,ENSG00000267855_MONDO_0007915_CHEMBL1431
23696,ENSG00000267855_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000267855,NDUFA7,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000267855_MONDO_0005148_CHEMBL1431
13572,ENSG00000173198_MONDO_0100096,0.0,0.0,0.0,0.8196595848464684,0.0,0.0,0.0,CHEMBL1200681,ENSG00000173198,CYSLTR1,MONDO_0100096,COVID-19,4,Small molecule,Cysteinyl leukotriene receptor 1 antagonist,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000173198_MONDO_0100096_CHEMBL1200681
1691,ENSG00000101162_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL428647,ENSG00000101162,TUBB1,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000101162_MONDO_0007254_CHEMBL428647
1697,ENSG00000101162_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL3545252,ENSG00000101162,TUBB1,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000101162_MONDO_0007254_CHEMBL3545252
24977,ENSG00000198900_MONDO_0001056,0.0,0.0,0.0,0.8531191783217627,0.0,0.0,0.0,CHEMBL481,ENSG00000198900,TOP1,MONDO_0001056,gastric cancer,4,Small molecule,DNA topoisomerase I inhibitor,MONDO_0001056,gastric cancer,"['MONDO_0045024', 'EFO_0010282']",stomach,26,gastric cancer,MONDO_0001056,ENSG00000198900_MONDO_0001056_CHEMBL481
23720,ENSG00000011677_MONDO_0005129,0.0,0.0,0.0,0.7734230702947845,0.0,0.0,0.0,CHEMBL655,ENSG00000011677,GABRA3,MONDO_0005129,cataract,4,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0005129,cataract,"['OTAR_0000018', 'MONDO_0024458']",eye,2,cataract,MONDO_0005129,ENSG00000011677_MONDO_0005129_CHEMBL655
15731,ENSG00000163682_MONDO_0009061,0.0,0.0,0.0,0.8200789185667936,0.0,0.0,0.0,CHEMBL256997,ENSG00000163682,RPL9,MONDO_0009061,cystic fibrosis,4,Small molecule,80S Ribosome modulator,MONDO_0009061,cystic fibrosis,"['OTAR_0000018', 'OTAR_0000010']",lung,22,cystic fibrosis,MONDO_0009061,ENSG00000163682_MONDO_0009061_CHEMBL256997
1652,ENSG00000101162_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL1743082,ENSG00000101162,TUBB1,MONDO_0007254,breast cancer,4,Antibody,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000101162_MONDO_0007254_CHEMBL1743082
540,ENSG00000170214_MONDO_0004975,0.0,0.0,0.0,0.607930797611621,0.0,0.0,0.0,CHEMBL723,ENSG00000170214,ADRA1B,MONDO_0004975,Alzheimer disease,4,Small molecule,Adrenergic receptor alpha-1 antagonist,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000170214_MONDO_0004975_CHEMBL723
1654,ENSG00000101162_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL92,ENSG00000101162,TUBB1,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000101162_MONDO_0007254_CHEMBL92
23726,ENSG00000073756_MONDO_0005129,0.0,0.0,0.0,0.9891175573844422,0.0,0.0,0.0,CHEMBL1077,ENSG00000073756,PTGS2,MONDO_0005129,cataract,4,Small molecule,Cyclooxygenase inhibitor,MONDO_0005129,cataract,"['OTAR_0000018', 'MONDO_0024458']",eye,2,cataract,MONDO_0005129,ENSG00000073756_MONDO_0005129_CHEMBL1077
23724,ENSG00000043591_MONDO_0005129,0.0,0.0,0.0,0.607930797611621,0.0,0.0,0.0,CHEMBL679,ENSG00000043591,ADRB1,MONDO_0005129,cataract,4,Small molecule,Adrenergic receptor agonist,MONDO_0005129,cataract,"['OTAR_0000018', 'MONDO_0024458']",eye,2,cataract,MONDO_0005129,ENSG00000043591_MONDO_0005129_CHEMBL679
