,drugName,drugid,description,drugtype,maxPhase,withdrawn,blackBox,approvalYear,list_targets,list_diseases,has_any_sc_evidence,has_any_genetic_evidence,num_indications,mechanism,action_type,target_type
403,ALISPORIVIR,CHEMBL1651956,Protein drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications.,,3.0,,False,no approval year,['ENSG00000196262'],"['EFO_0001421', 'EFO_0004220', 'MONDO_0100096', 'EFO_0003884', 'EFO_0003047']",True,False,5,Cyclophilin A inhibitor ,INHIBITOR ,single protein 
404,ERIBULIN,CHEMBL1683590,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2010 and has 5 approved and 31 investigational indications.,,4.0,,False,2010,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']","['MONDO_0001187', 'MONDO_0004992', 'EFO_0008528', 'EFO_0000305', 'MONDO_0004669', 'EFO_0006859', 'Orphanet_145', 'EFO_1001968', 'EFO_0000681', 'EFO_0002617', 'MONDO_0004192', 'EFO_0000691', 'EFO_0000305', 'EFO_1000251', 'MONDO_0015523', 'MONDO_0002974', 'EFO_0000389', 'MONDO_0007254', 'EFO_0005537', 'MONDO_0007254', 'EFO_0001075', 'MONDO_0004992', 'EFO_0003968', 'EFO_0003060', 'EFO_0000616', 'EFO_0000574', 'EFO_0000637', 'EFO_1000984', 'EFO_0000616', 'EFO_0000673', 'EFO_0006861', 'MONDO_0021632', 'MONDO_0016238', 'EFO_0003060', 'EFO_0005537', 'EFO_0003869', 'MONDO_0008315']",True,False,37,Tubulin inhibitor ,INHIBITOR ,protein complex group 
405,PF-03715455,CHEMBL1938400,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,['ENSG00000112062'],"['EFO_0000341', 'MONDO_0004979']",False,False,2,MAP kinase p38 alpha inhibitor ,INHIBITOR ,single protein 
406,ETHASELEN,CHEMBL2035460,Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['EFO_0003060'],False,False,1,,,
407,VENETOCLAX,CHEMBL3137309,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2016 and has 3 approved and 35 investigational indications.,,4.0,,False,2016,['ENSG00000171791'],"['MONDO_0001023', 'EFO_0000616', 'EFO_0000574', 'EFO_1000560', 'MONDO_0007254', 'EFO_0003032', 'EFO_0002913', 'EFO_0005952', 'EFO_0004251', 'EFO_0000096', 'EFO_0000339', 'EFO_0000702', 'EFO_0000209', 'MONDO_0004992', 'EFO_0000196', 'MONDO_0044881', 'EFO_0000403', 'EFO_0009441', 'EFO_0004289', 'EFO_0000309', 'EFO_0000220', 'MONDO_0019438', 'MONDO_0044917', 'EFO_0000565', 'EFO_0003086', 'EFO_0000094', 'EFO_0003869', 'MONDO_0000870', 'MONDO_0000873', 'EFO_0000095', 'EFO_0000222', 'MONDO_0018906', 'EFO_0003060', 'EFO_1001469', 'MONDO_0019460', 'EFO_0001378', 'EFO_1000131', 'EFO_0000198']",True,False,38,Apoptosis regulator Bcl-2 inhibitor ,INHIBITOR ,single protein 
408,PEMBROLIZUMAB,CHEMBL3137343,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2014 and has 5 approved and 162 investigational indications.,,4.0,,False,2014,['ENSG00000188389'],"['EFO_0000588', 'EFO_0000519', 'EFO_0009708', 'EFO_0000673', 'MONDO_0003660', 'MONDO_0018531', 'MONDO_0005411', 'EFO_0000094', 'EFO_0003851', 'MONDO_0002363', 'EFO_0000691', 'EFO_1000576', 'MONDO_0003659', 'MONDO_0021148', 'EFO_0000571', 'EFO_1001469', 'EFO_0000294', 'MONDO_0004992', 'MONDO_0002367', 'EFO_0003893', 'EFO_0005543', 'EFO_0001416', 'MONDO_0008903', 'EFO_0004230', 'EFO_1000465', 'MONDO_0002108', 'MONDO_0021117', 'EFO_1000581', 'MONDO_0015277', 'EFO_0007541', 'EFO_0003968', 'EFO_0000403', 'EFO_0000616', 'EFO_0003073', 'EFO_0000222', 'EFO_0000231', 'EFO_0002617', 'EFO_0002618', 'EFO_0000760', 'MONDO_0009348', 'EFO_0002913', 'MONDO_0002715', 'EFO_0000621', 'EFO_0000702', 'MONDO_0003199', 'EFO_1000785', 'EFO_0000764', 'MONDO_0003060', 'EFO_0003869', 'EFO_1000984', 'MONDO_0020634', 'EFO_0009259', 'MONDO_0016642', 'MONDO_0001879', 'MONDO_0002158', 'EFO_0009441', 'Orphanet_145', 'EFO_0005952', 'EFO_0000503', 'MONDO_0002038', 'EFO_0001061', 'MONDO_0001056', 'EFO_1001512', 'MONDO_0002898', 'EFO_0000717', 'MONDO_0002120', 'MONDO_0100342', 'MONDO_0100096', 'EFO_1001931', 'EFO_0003891', 'MONDO_0024474', 'EFO_0004284', 'EFO_0000096', 'MONDO_0021063', 'EFO_0000574', 'EFO_0006352', 'EFO_0005922', 'EFO_1000613', 'EFO_0000349', 'EFO_0002921', 'EFO_0000756', 'EFO_0000707', 'EFO_0000432', 'EFO_1000251', 'MONDO_0017387', 'HP_0002745', 'MONDO_0000521', 'MONDO_0018906', 'MONDO_0004658', 'EFO_0000640', 'MONDO_0044881', 'EFO_0000681', 'MONDO_0001187', 'EFO_0000637', 'EFO_0005950', 'EFO_0002499', 'EFO_0000272', 'MONDO_0007576', 'EFO_1001465', 'MONDO_0004986', 'MONDO_0004700', 'EFO_0003833', 'EFO_0000365', 'EFO_0000181', 'EFO_0000565', 'MONDO_0001657', 'EFO_0000183', 'EFO_0000770', 'MONDO_0008170', 'EFO_0008528', 'MONDO_0000430', 'MONDO_0008315', 'EFO_0000558', 'EFO_1001951', 'MONDO_0011719', 'MONDO_0002974', 'EFO_0006861', 'EFO_1001901', 'EFO_0006859', 'EFO_0000196', 'EFO_0001642', 'MONDO_0005575', 'EFO_0002517', 'EFO_1000657', 'EFO_0004142', 'EFO_0000228', 'EFO_0000220', 'EFO_0004252', 'MONDO_0019472', 'EFO_0004198', 'EFO_0000313', 'EFO_0001378', 'EFO_0002916', 'EFO_0004289', 'EFO_0003897', 'MONDO_0005341', 'EFO_0005221', 'MONDO_0007254', 'EFO_0000389', 'EFO_0009709', 'MONDO_0043243', 'EFO_1001471', 'EFO_1001100', 'MONDO_0018944', 'EFO_0002892', 'EFO_0000182', 'EFO_1001051', 'EFO_0003868', 'EFO_0000305', 'MONDO_0002087', 'EFO_0000198', 'MONDO_0021054', 'EFO_1000796', 'EFO_0007143', 'EFO_0004243', 'EFO_0000095', 'EFO_1001968', 'MONDO_0002928', 'EFO_0005537', 'EFO_1000595', 'EFO_0003860', 'EFO_0001075', 'EFO_0003863', 'EFO_1001012', 'MONDO_0011962', 'EFO_0003060', 'MONDO_0024503']",True,False,167,Programmed cell death protein 1 inhibitor ,INHIBITOR ,single protein 
409,ENTOSPLETINIB,CHEMBL3265032,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 8 investigational indications.,,3.0,,False,no approval year,['ENSG00000165025'],"['MONDO_0018906', 'EFO_0000222', 'EFO_1001469', 'EFO_0005952', 'EFO_0000220', 'EFO_0000403', 'EFO_0000095', 'MONDO_0004992']",False,False,8,Tyrosine-protein kinase SYK inhibitor ,INHIBITOR ,single protein 
410,PBF-509,CHEMBL3694769,Small molecule drug with a maximum clinical trial phase of I (across all indications) and has 2 investigational indications.,,1.0,,False,no approval year,['ENSG00000128271'],"['MONDO_0005180', 'EFO_0003060']",True,False,2,Adenosine A2a receptor antagonist ,ANTAGONIST ,single protein 
411,LEROCICLIB,CHEMBL3904602,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.,,3.0,,False,no approval year,[],"['MONDO_0007254', 'EFO_0006318', 'EFO_0003060']",False,False,3,,,
412,ALVOCIDIB,CHEMBL428690,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 26 investigational indications.,,3.0,,False,no approval year,"['ENSG00000170312', 'ENSG00000134058', 'ENSG00000136807', 'ENSG00000105810', 'ENSG00000135446', 'ENSG00000123374']","['EFO_0001378', 'MONDO_0007254', 'EFO_1001469', 'EFO_0009441', 'EFO_0000095', 'EFO_0000616', 'MONDO_0018906', 'EFO_0000222', 'EFO_0000222', 'EFO_0000691', 'EFO_0000191', 'EFO_0000565', 'EFO_0006861', 'MONDO_0008315', 'MONDO_0001023', 'EFO_0001642', 'MONDO_0007576', 'MONDO_0002691', 'EFO_0000403', 'EFO_0000389', 'EFO_0001378', 'EFO_0000095', 'EFO_0000574', 'MONDO_0001023', 'MONDO_0002367', 'MONDO_0011962']",True,False,26,Cyclin-dependent kinase 7 inhibitor Cyclin-dependent kinase 6 inhibitor Cyclin-dependent kinase 1 inhibitor Cyclin-dependent kinase 4 inhibitor Cyclin-dependent kinase 9 inhibitor Cyclin-dependent kinase 2 inhibitor ,INHIBITOR ,single protein 
413,BMS-275183,CHEMBL4297268,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']","['EFO_0000616', 'EFO_0003060']",True,False,2,Tubulin stabiliser ,STABILISER ,protein complex group 
414,CX-024414,CHEMBL4650491,Unknown drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications.,,3.0,,False,no approval year,[],"['EFO_1001413', 'EFO_0006510', 'EFO_0000772', 'MONDO_0100096']",False,False,4,Spike glycoprotein vaccine antigen ,VACCINE ANTIGEN ,single protein 
415,GLYCOPYRROLATE,CHEMBL1201027,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1961 and is indicated for gastrointestinal disease and airway obstruction and has 7 investigational indications.,,4.0,,False,1961,"['ENSG00000133019', 'ENSG00000168539']","['MONDO_0004979', 'EFO_0010282', 'HP_0000975', 'MONDO_0002050', 'HP_0002307', 'EFO_0009516', 'EFO_0000341', 'EFO_0003086', 'HP_0006536']",True,True,9,Muscarinic acetylcholine receptor M3 antagonist Muscarinic acetylcholine receptor M1 antagonist ,ANTAGONIST ,single protein 
416,ALEMTUZUMAB,CHEMBL1201587,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2001 and has 3 approved and 62 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2001,['ENSG00000169442'],"['MONDO_0019469', 'EFO_1001996', 'EFO_0000183', 'EFO_0000211', 'EFO_0000621', 'EFO_0003086', 'EFO_0000095', 'EFO_0000403', 'EFO_0002428', 'EFO_0005952', 'EFO_1000785', 'EFO_0003884', 'MONDO_0011382', 'MONDO_0005301', 'EFO_0000685', 'MONDO_0015974', 'EFO_1002048', 'EFO_0000384', 'EFO_1001264', 'MONDO_0008170', 'EFO_0001378', 'EFO_0004272', 'EFO_1001257', 'EFO_0000220', 'MONDO_0000870', 'MONDO_0044348', 'EFO_0000540', 'EFO_0000094', 'EFO_0000222', 'MONDO_0001023', 'MONDO_0021193', 'EFO_0007160', 'MONDO_0019472', 'EFO_1000560', 'MONDO_0002087', 'EFO_1000690', 'MONDO_0013730', 'MONDO_0015540', 'MONDO_0004992', 'MONDO_0017198', 'EFO_0000209', 'HP_0001915', 'EFO_0000616', 'MONDO_0005147', 'MONDO_0002158', 'EFO_0001642', 'MONDO_0019391', 'HP_0100727', 'EFO_0000565', 'EFO_0006803', 'Orphanet_848', 'EFO_0000574', 'EFO_0004289', 'MONDO_0044881', 'EFO_0003929', 'EFO_1001051', 'EFO_0009441', 'EFO_0006927', 'MONDO_0018305', 'EFO_0001421', 'EFO_0000198', 'EFO_0007323', 'EFO_0004599', 'EFO_0000255', 'MONDO_0002367']",True,False,65,CAMPATH-1 antigen inhibitor ,INHIBITOR ,single protein 
417,"PETROLATUM, WHITE",CHEMBL1201719,Unknown drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2006 and has 3 investigational indications.,,4.0,,False,2006,[],"['EFO_1001494', 'EFO_0000701', 'MONDO_0100096']",False,False,3,,,
418,CEFOTAXIME,CHEMBL1730,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1981 and has 4 approved and 4 investigational indications.,,4.0,,False,1981,[],"['EFO_0007149', 'EFO_0000544', 'DOID_7551', 'EFO_0003106', 'EFO_0000771', 'HP_0100806', 'EFO_0003102', 'EFO_0008588']",False,False,8,Bacterial penicillin-binding protein inhibitor ,INHIBITOR ,protein family 
419,FOSTAMATINIB,CHEMBL2103830,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2018 and has 3 approved and 16 investigational indications.,,4.0,,False,2018,['ENSG00000165025'],"['EFO_0000574', 'MONDO_0007915', 'EFO_0004194', 'EFO_0000685', 'MP_0001914', 'HP_0001873', 'MONDO_0008170', 'EFO_0007160', 'EFO_0000403', 'EFO_0003106', 'EFO_0001642', 'EFO_0007160', 'MONDO_0044903', 'EFO_1000710', 'MONDO_0100096', 'EFO_0000574', 'EFO_0000685', 'EFO_0004194', 'EFO_1001264', 'EFO_1001264']",True,False,20,Tyrosine-protein kinase SYK inhibitor ,INHIBITOR ,single protein 
420,LUMACAFTOR,CHEMBL2103870,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and is indicated for cystic fibrosis and has 1 investigational indication.,,4.0,,False,2015,['ENSG00000001626'],"['MONDO_0009061', 'EFO_0001421']",False,True,2,Cystic fibrosis transmembrane conductance regulator stabiliser ,STABILISER ,single protein 
421,FIBRIN,CHEMBL2108390,Unknown drug with a maximum clinical trial phase of III (across all indications) and has 23 investigational indications.,,3.0,,False,no approval year,[],"['MONDO_0011962', 'HP_0003040', 'EFO_0009660', 'EFO_0010282', 'EFO_1001250', 'EFO_0010680', 'EFO_1001896', 'EFO_0000546', 'EFO_1001459', 'MONDO_0002635', 'EFO_1001866', 'EFO_0009516', 'EFO_0000678', 'EFO_0009472', 'EFO_0000649', 'EFO_0005323', 'MP_0001914', 'MONDO_0019297', 'EFO_0002892', 'EFO_0003875', 'MONDO_0002974', 'MONDO_0007254', 'GO_0007568']",False,False,23,,,
422,EMIPLACEL,CHEMBL4297243,Cell drug with a maximum clinical trial phase of III (across all indications) and has 8 investigational indications.,,3.0,,False,no approval year,[],"['MONDO_0100096', 'EFO_0003876', 'EFO_0003964', 'EFO_0000556', 'EFO_0000694', 'EFO_0000546', 'EFO_0001361', 'EFO_0004265']",False,False,8,,,
423,AZD-1236,CHEMBL4297352,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,"['ENSG00000262406', 'ENSG00000100985']","['EFO_0000341', 'MONDO_0009061']",False,True,2,Matrix metalloproteinase 12 inhibitor Matrix metalloproteinase 9 inhibitor ,INHIBITOR ,single protein 
424,BIFIDOBACTERIUM SPP.,CHEMBL4297912,Unknown drug with a maximum clinical trial phase of III (across all indications) and has 13 investigational indications.,,3.0,,False,no approval year,[],"['EFO_1001121', 'EFO_1001904', 'EFO_0000384', 'EFO_0001060', 'MONDO_0004985', 'EFO_0000555', 'EFO_0000319', 'HP_0002014', 'EFO_0003956', 'EFO_0000729', 'EFO_0008572', 'MONDO_0005148', 'EFO_0008517']",False,False,13,,,
425,DAPAGLIFLOZIN,CHEMBL429910,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2014 and has 3 approved and 30 investigational indications.,,4.0,,False,2014,['ENSG00000140675'],"['MONDO_0005148', 'EFO_0001645', 'EFO_0000660', 'EFO_0003144', 'EFO_1000783', 'EFO_0000195', 'GO_0007568', 'EFO_0003884', 'EFO_0001073', 'EFO_0000275', 'EFO_0000612', 'EFO_1002048', 'HP_0001919', 'MONDO_0007254', 'EFO_0002687', 'EFO_1000899', 'EFO_0009104', 'EFO_1001249', 'EFO_0001663', 'MONDO_0005148', 'MONDO_0100096', 'MONDO_0005147', 'MONDO_0009067', 'HP_0001397', 'MONDO_0005147', 'EFO_0001361', 'EFO_0003144', 'EFO_0000401', 'EFO_0000400', 'EFO_0002618', 'EFO_0003770', 'EFO_0004285', 'MONDO_0004975', 'HP_0001824']",False,False,34,Sodium/glucose cotransporter 2 inhibitor ,INHIBITOR ,single protein 
426,ADG-106,CHEMBL4594519,Unknown drug with a maximum clinical trial phase of I (across all indications) and has 4 investigational indications.,,1.0,,False,no approval year,[],"['EFO_0000616', 'EFO_0003060', 'EFO_0005952', 'MONDO_0007254']",False,False,4,,,
427,AFIMETORAN,CHEMBL4650329,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0003834', 'MONDO_0007915']",False,False,2,,,
428,AMUBARVIMAB,CHEMBL4650382,Antibody drug with a maximum clinical trial phase of III and has 1 investigational indication.,,3.0,,False,no approval year,[],['MONDO_0100096'],False,False,1,Spike glycoprotein inhibitor ,INHIBITOR ,single protein 
429,ZANSECIMAB,CHEMBL4650486,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,2.0,,False,no approval year,['ENSG00000091879'],"['MONDO_0100096', 'EFO_0003106', 'EFO_0000616']",True,False,3,Angiopoietin-2 inhibitor ,INHIBITOR ,single protein 
430,ISUZINAXIB,CHEMBL4650894,Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,[],['MONDO_0100096'],False,False,1,,,
431,CEFTAROLINE FOSAMIL,CHEMBL501122,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2010 and has 3 approved and 10 investigational indications.,,4.0,,False,2010,[],"['EFO_0000544', 'EFO_1001272', 'EFO_0003103', 'EFO_0007328', 'EFO_0003086', 'EFO_0000771', 'MONDO_0021108', 'HP_0100806', 'EFO_0003884', 'EFO_1001478', 'EFO_0003106', 'MONDO_0100096', 'EFO_1001272']",False,False,13,Bacterial penicillin-binding protein inhibitor ,INHIBITOR ,protein family 
432,NAPABUCASIN,CHEMBL64130,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 8 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0003060', 'EFO_0002618', 'EFO_0000519', 'MONDO_0004992', 'MONDO_0044881', 'EFO_0002517', 'EFO_0000182', 'EFO_1001951']",False,False,8,,,
433,DALTEPARIN SODIUM,CHEMBL1201460,Oligosaccharide drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1994 and has 4 approved and 21 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1994,['ENSG00000117601'],"['EFO_0002618', 'EFO_0000712', 'EFO_0001378', 'HP_0001907', 'EFO_1000954', 'MONDO_0043510', 'MONDO_0011382', 'HP_0004419', 'MONDO_0008903', 'EFO_0000681', 'MONDO_0007254', 'EFO_1001951', 'EFO_0004286', 'MONDO_0008315', 'HP_0004936', 'MONDO_0008170', 'EFO_0009315', 'EFO_0002950', 'EFO_1000158', 'MONDO_0019514', 'EFO_0003884', 'MONDO_0100096', 'EFO_1001459', 'EFO_0006834', 'EFO_0003907']",False,False,25,Antithrombin-III activator ,ACTIVATOR ,single protein 
434,POLYETHYLENE GLYCOL 3350,CHEMBL1201479,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1984 and is indicated for constipation disorder and constipation and has 8 investigational indications.,,4.0,,False,1984,[],"['EFO_0004220', 'MONDO_0021063', 'EFO_0000384', 'EFO_0003047', 'EFO_1001951', 'MONDO_0002203', 'HP_0002019', 'EFO_0000400', 'EFO_0009510', 'EFO_1000874']",False,False,10,,,
435,TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1960 and has 21 approved and 44 investigational indications.,,4.0,,False,1960,['ENSG00000113580'],"['EFO_0004719', 'EFO_0003943', 'EFO_0003956', 'EFO_1000809', 'EFO_0007363', 'EFO_0000497', 'MONDO_0004037', 'EFO_1001898', 'EFO_1001494', 'EFO_0004229', 'MONDO_0002406', 'EFO_1000706', 'MONDO_0002041', 'EFO_0003843', 'EFO_0009606', 'EFO_1001896', 'EFO_0004208', 'EFO_1000680', 'MONDO_0005129', 'EFO_0010822', 'EFO_1000941', 'EFO_1001250', 'EFO_0000693', 'EFO_1001222', 'MONDO_0005178', 'MONDO_0007935', 'EFO_0000685', 'EFO_0004683', 'EFO_1001157', 'MONDO_0004979', 'HP_0001742', 'EFO_0000701', 'EFO_0008521', 'HP_0030834', 'EFO_1001231', 'EFO_0004212', 'EFO_1000726', 'EFO_1001129', 'MONDO_0003005', 'EFO_1001887', 'EFO_0008507', 'EFO_0003770', 'MONDO_0018092', 'MONDO_0005041', 'HP_0012735', 'EFO_1000786', 'MONDO_0002471', 'MONDO_0005301', 'MONDO_0002959', 'EFO_1001435', 'EFO_0004238', 'EFO_0001365', 'EFO_0009485', 'EFO_0004616', 'EFO_0007415', 'EFO_0008517', 'MONDO_0007254', 'MONDO_0002280', 'MONDO_0004857', 'EFO_0004274', 'EFO_0004192', 'EFO_1000049', 'EFO_0000274', 'EFO_0000546', 'EFO_0005854']",False,False,65,Glucocorticoid receptor agonist ,AGONIST ,single protein 
